image_path,is_noisy,noise_ratio,noise_level,has_repeating_patterns,is_symmetric,good_matches_count,brightness,contrast,saturation,h_entropy,s_entropy,v_entropy,label
./dataset/train/real/real_train_61.jpg,FALSE,0.014511108,0,FALSE,FALSE,0,182.3032074,56.8915294,84.0710907,4.837669373,6.432328224,6.368999004,1
./dataset/train/real/real_train_5583.jpg,FALSE,0.068725586,0,FALSE,TRUE,43,50.92462158,67.74069675,126.3469238,5.626807213,6.25198555,6.492325783,1
./dataset/train/real/real_train_6963.jpg,FALSE,0.16859436,0,FALSE,FALSE,11,112.6176453,57.70440472,114.2268829,5.641747475,7.637036324,7.806523323,1
./dataset/train/real/real_train_550.jpg,FALSE,0.0912323,0,FALSE,FALSE,13,184.1118164,73.64829046,61.94320679,5.57110548,6.979364395,7.164888382,1
./dataset/train/real/real_train_6344.jpg,FALSE,0.144821167,0,TRUE,FALSE,7,87.52503967,48.2373639,53.59399414,4.16690588,6.72286272,7.188807011,1
./dataset/train/real/real_train_4582.jpg,FALSE,0.148651123,0,FALSE,FALSE,4,123.409668,58.00017985,90.14378357,4.716032982,7.424705029,7.367919445,1
./dataset/train/real/real_train_5916.jpg,FALSE,0.163848877,0,TRUE,FALSE,14,91.72511292,35.96702568,141.4844208,5.016210079,7.571856499,7.172338009,1
./dataset/train/real/real_train_2058.jpg,TRUE,0.248825073,3,FALSE,FALSE,22,87.60835266,83.44301964,139.8933258,4.937436104,6.584201336,7.163551331,1
./dataset/train/real/real_train_2457.jpg,FALSE,0.176681519,0,FALSE,FALSE,11,115.5709534,67.16719012,93.36381531,5.590676308,7.308937073,7.546325684,1
./dataset/train/real/real_train_229.jpg,TRUE,0.185745239,1,FALSE,FALSE,17,61.77783203,63.56395513,114.7663116,3.394880056,5.312570572,5.488642693,1
./dataset/train/real/real_train_7205.jpg,FALSE,0.069091797,0,FALSE,FALSE,14,162.5719147,69.53909597,25.9760437,4.663837433,4.934213638,6.857631683,1
./dataset/train/real/real_train_1810.jpg,FALSE,0.099273682,0,FALSE,FALSE,13,66.71765137,64.43093574,73.7122345,3.656431913,6.67923069,7.047563076,1
./dataset/train/real/real_train_1906.jpg,FALSE,0.149612427,0,FALSE,FALSE,11,105.0002747,49.30718617,99.20166016,5.769896507,7.799874306,7.416657448,1
