file_path,noise_ratio,is_noisy
./dataset/train/fake/fake_train_10.jpg,5.11016845703125,True
./dataset/train/fake/fake_train_100.jpg,8.58001708984375,True
./dataset/train/fake/fake_train_1000.jpg,2.24456787109375,True
./dataset/train/fake/fake_train_1001.jpg,3.0303955078125,True
./dataset/train/fake/fake_train_1002.jpg,3.7841796875,True
./dataset/train/fake/fake_train_1004.jpg,1.46942138671875,True
./dataset/train/fake/fake_train_1005.jpg,1.507568359375,True
./dataset/train/fake/fake_train_1006.jpg,4.33197021484375,True
./dataset/train/fake/fake_train_1009.jpg,2.655029296875,True
./dataset/train/fake/fake_train_101.jpg,1.53656005859375,True
./dataset/train/fake/fake_train_1010.jpg,1.73797607421875,True
./dataset/train/fake/fake_train_1011.jpg,3.66668701171875,True
./dataset/train/fake/fake_train_1012.jpg,6.59942626953125,True
./dataset/train/fake/fake_train_1013.jpg,1.800537109375,True
./dataset/train/fake/fake_train_1014.jpg,1.8218994140625,True
./dataset/train/fake/fake_train_1015.jpg,3.08074951171875,True
./dataset/train/fake/fake_train_1016.jpg,11.65618896484375,True
./dataset/train/fake/fake_train_1018.jpg,1.21612548828125,True
./dataset/train/fake/fake_train_102.jpg,4.351806640625,True
./dataset/train/fake/fake_train_1021.jpg,3.1097412109375,True
./dataset/train/fake/fake_train_1023.jpg,2.4139404296875,True
./dataset/train/fake/fake_train_1025.jpg,3.06396484375,True
./dataset/train/fake/fake_train_1026.jpg,4.3609619140625,True
./dataset/train/fake/fake_train_1027.jpg,1.5655517578125,True
./dataset/train/fake/fake_train_1028.jpg,2.81982421875,True
./dataset/train/fake/fake_train_1029.jpg,4.25872802734375,True
./dataset/train/fake/fake_train_103.jpg,1.66778564453125,True
./dataset/train/fake/fake_train_1030.jpg,3.7750244140625,True
./dataset/train/fake/fake_train_1031.jpg,8.4197998046875,True
./dataset/train/fake/fake_train_1032.jpg,2.97698974609375,True
./dataset/train/fake/fake_train_1033.jpg,2.11181640625,True
./dataset/train/fake/fake_train_1034.jpg,4.02679443359375,True
./dataset/train/fake/fake_train_1037.jpg,3.72467041015625,True
./dataset/train/fake/fake_train_1038.jpg,2.9266357421875,True
./dataset/train/fake/fake_train_1039.jpg,8.5662841796875,True
./dataset/train/fake/fake_train_104.jpg,1.91192626953125,True
./dataset/train/fake/fake_train_1041.jpg,2.13165283203125,True
./dataset/train/fake/fake_train_1042.jpg,3.167724609375,True
./dataset/train/fake/fake_train_1044.jpg,8.36639404296875,True
./dataset/train/fake/fake_train_1045.jpg,1.6998291015625,True
./dataset/train/fake/fake_train_1046.jpg,4.852294921875,True
./dataset/train/fake/fake_train_1048.jpg,8.70208740234375,True
./dataset/train/fake/fake_train_1050.jpg,4.92095947265625,True
./dataset/train/fake/fake_train_1051.jpg,6.93817138671875,True
./dataset/train/fake/fake_train_1052.jpg,1.66473388671875,True
./dataset/train/fake/fake_train_1053.jpg,11.6058349609375,True
./dataset/train/fake/fake_train_1054.jpg,2.28118896484375,True
./dataset/train/fake/fake_train_1056.jpg,3.34014892578125,True
./dataset/train/fake/fake_train_1057.jpg,8.12225341796875,True
./dataset/train/fake/fake_train_1058.jpg,3.53546142578125,True
./dataset/train/fake/fake_train_1059.jpg,4.28619384765625,True
./dataset/train/fake/fake_train_106.jpg,0.99334716796875,False
./dataset/train/fake/fake_train_1060.jpg,1.49078369140625,True
./dataset/train/fake/fake_train_1062.jpg,6.35223388671875,True
./dataset/train/fake/fake_train_1063.jpg,1.20849609375,True
./dataset/train/fake/fake_train_1064.jpg,1.031494140625,True
./dataset/train/fake/fake_train_1067.jpg,4.0924072265625,True
./dataset/train/fake/fake_train_1069.jpg,5.2581787109375,True
./dataset/train/fake/fake_train_1070.jpg,11.7340087890625,True
./dataset/train/fake/fake_train_1071.jpg,0.40283203125,False
./dataset/train/fake/fake_train_1072.jpg,2.1759033203125,True
./dataset/train/fake/fake_train_1073.jpg,2.48870849609375,True
./dataset/train/fake/fake_train_1075.jpg,3.34320068359375,True
./dataset/train/fake/fake_train_1077.jpg,2.25372314453125,True
./dataset/train/fake/fake_train_1079.jpg,1.20391845703125,True
./dataset/train/fake/fake_train_108.jpg,10.0006103515625,True
./dataset/train/fake/fake_train_1080.jpg,3.85284423828125,True
./dataset/train/fake/fake_train_1081.jpg,3.179931640625,True
./dataset/train/fake/fake_train_1083.jpg,2.1270751953125,True
./dataset/train/fake/fake_train_1084.jpg,2.91748046875,True
./dataset/train/fake/fake_train_1085.jpg,3.34014892578125,True
./dataset/train/fake/fake_train_1087.jpg,2.4993896484375,True
./dataset/train/fake/fake_train_1088.jpg,2.76336669921875,True
./dataset/train/fake/fake_train_1089.jpg,1.48162841796875,True
./dataset/train/fake/fake_train_1090.jpg,2.7313232421875,True
./dataset/train/fake/fake_train_1091.jpg,2.20184326171875,True
./dataset/train/fake/fake_train_1092.jpg,3.4454345703125,True
./dataset/train/fake/fake_train_1093.jpg,2.38494873046875,True
./dataset/train/fake/fake_train_1094.jpg,2.11639404296875,True
./dataset/train/fake/fake_train_1095.jpg,1.86614990234375,True
./dataset/train/fake/fake_train_1096.jpg,5.70068359375,True
./dataset/train/fake/fake_train_1097.jpg,1.0650634765625,True
./dataset/train/fake/fake_train_1098.jpg,1.5045166015625,True
./dataset/train/fake/fake_train_1099.jpg,3.36151123046875,True
./dataset/train/fake/fake_train_1101.jpg,1.8341064453125,True
./dataset/train/fake/fake_train_1103.jpg,1.92413330078125,True
./dataset/train/fake/fake_train_1104.jpg,6.06842041015625,True
./dataset/train/fake/fake_train_1105.jpg,2.44598388671875,True
./dataset/train/fake/fake_train_1106.jpg,10.5987548828125,True
./dataset/train/fake/fake_train_1107.jpg,2.47039794921875,True
./dataset/train/fake/fake_train_1108.jpg,1.9378662109375,True
./dataset/train/fake/fake_train_1109.jpg,2.70233154296875,True
./dataset/train/fake/fake_train_111.jpg,3.0975341796875,True
./dataset/train/fake/fake_train_1110.jpg,2.484130859375,True
./dataset/train/fake/fake_train_1111.jpg,0.628662109375,False
./dataset/train/fake/fake_train_1112.jpg,1.812744140625,True
./dataset/train/fake/fake_train_1113.jpg,5.1727294921875,True
./dataset/train/fake/fake_train_1114.jpg,4.75311279296875,True
./dataset/train/fake/fake_train_1115.jpg,1.93328857421875,True
./dataset/train/fake/fake_train_1116.jpg,1.90887451171875,True
./dataset/train/fake/fake_train_1117.jpg,3.35235595703125,True
./dataset/train/fake/fake_train_1118.jpg,1.50299072265625,True
./dataset/train/fake/fake_train_1119.jpg,3.38592529296875,True
./dataset/train/fake/fake_train_112.jpg,1.6693115234375,True
./dataset/train/fake/fake_train_1120.jpg,2.77557373046875,True
./dataset/train/fake/fake_train_1121.jpg,2.1026611328125,True
./dataset/train/fake/fake_train_1122.jpg,4.9713134765625,True
