file_path,noise_metric,is_noisy
./dataset/train/real/real_train_10.jpg,131.42723083496094,True
./dataset/train/real/real_train_100.jpg,108.95021057128906,False
./dataset/train/real/real_train_1000.jpg,125.67581176757812,True
./dataset/train/real/real_train_1001.jpg,114.02952575683594,False
./dataset/train/real/real_train_1002.jpg,128.53147888183594,True
./dataset/train/real/real_train_1003.jpg,126.07656860351562,True
./dataset/train/real/real_train_1006.jpg,127.79425048828125,True
./dataset/train/real/real_train_1007.jpg,130.68167114257812,True
./dataset/train/real/real_train_101.jpg,128.28128051757812,True
./dataset/train/real/real_train_1010.jpg,131.43490600585938,True
./dataset/train/real/real_train_1011.jpg,123.63650512695312,True
./dataset/train/real/real_train_1012.jpg,130.66964721679688,True
./dataset/train/real/real_train_1013.jpg,130.17926025390625,True
./dataset/train/real/real_train_1014.jpg,127.59042358398438,True
./dataset/train/real/real_train_1015.jpg,131.42648315429688,True
./dataset/train/real/real_train_1016.jpg,128.1815948486328,True
./dataset/train/real/real_train_1019.jpg,127.39241027832031,True
./dataset/train/real/real_train_102.jpg,112.41136169433594,False
./dataset/train/real/real_train_1020.jpg,129.5472412109375,True
./dataset/train/real/real_train_1021.jpg,49.24116516113281,False
./dataset/train/real/real_train_1022.jpg,129.91659545898438,True
./dataset/train/real/real_train_1023.jpg,110.84304809570312,False
./dataset/train/real/real_train_1025.jpg,92.75210571289062,False
./dataset/train/real/real_train_1026.jpg,125.83073425292969,True
./dataset/train/real/real_train_1027.jpg,129.52134704589844,True
./dataset/train/real/real_train_1029.jpg,123.87960815429688,True
./dataset/train/real/real_train_103.jpg,128.23789978027344,True
./dataset/train/real/real_train_1031.jpg,125.54933166503906,True
./dataset/train/real/real_train_1032.jpg,112.7752685546875,False
./dataset/train/real/real_train_1034.jpg,133.7452850341797,True
./dataset/train/real/real_train_1035.jpg,113.59524536132812,False
./dataset/train/real/real_train_1036.jpg,126.55909729003906,True
./dataset/train/real/real_train_104.jpg,129.9134521484375,True
./dataset/train/real/real_train_1040.jpg,118.14236450195312,False
./dataset/train/real/real_train_1042.jpg,128.77171325683594,True
./dataset/train/real/real_train_1045.jpg,125.33979797363281,True
./dataset/train/real/real_train_1046.jpg,127.19561767578125,True
./dataset/train/real/real_train_1047.jpg,127.96885681152344,True
./dataset/train/real/real_train_1048.jpg,124.70549011230469,True
./dataset/train/real/real_train_1049.jpg,131.97262573242188,True
./dataset/train/real/real_train_105.jpg,119.85223388671875,False
./dataset/train/real/real_train_1051.jpg,125.55989074707031,True
./dataset/train/real/real_train_1052.jpg,118.480712890625,False
./dataset/train/real/real_train_1053.jpg,122.46875,True
./dataset/train/real/real_train_1054.jpg,159.05963134765625,True
./dataset/train/real/real_train_1056.jpg,45.96928405761719,False
./dataset/train/real/real_train_1057.jpg,125.96670532226562,True
./dataset/train/real/real_train_1058.jpg,129.99566650390625,True
./dataset/train/real/real_train_1060.jpg,129.71017456054688,True
./dataset/train/real/real_train_1061.jpg,125.01786804199219,True
./dataset/train/real/real_train_1062.jpg,132.0443572998047,True
./dataset/train/real/real_train_1063.jpg,104.60040283203125,False
./dataset/train/real/real_train_1064.jpg,123.51416015625,True
./dataset/train/real/real_train_1065.jpg,122.52520751953125,True
./dataset/train/real/real_train_1067.jpg,129.6744842529297,True
./dataset/train/real/real_train_1068.jpg,121.09234619140625,True
./dataset/train/real/real_train_1069.jpg,115.98599243164062,False
./dataset/train/real/real_train_107.jpg,128.96746826171875,True
./dataset/train/real/real_train_1071.jpg,123.53337097167969,True
./dataset/train/real/real_train_1072.jpg,128.95465087890625,True
./dataset/train/real/real_train_1074.jpg,126.92950439453125,True
./dataset/train/real/real_train_1076.jpg,130.0360565185547,True
./dataset/train/real/real_train_1077.jpg,130.43911743164062,True
./dataset/train/real/real_train_1079.jpg,122.88763427734375,True
./dataset/train/real/real_train_108.jpg,128.021728515625,True
./dataset/train/real/real_train_1080.jpg,125.11752319335938,True
./dataset/train/real/real_train_1082.jpg,131.055419921875,True
./dataset/train/real/real_train_1083.jpg,131.1250762939453,True
./dataset/train/real/real_train_1084.jpg,128.8837127685547,True
./dataset/train/real/real_train_1085.jpg,104.27278137207031,False
./dataset/train/real/real_train_1086.jpg,129.5761260986328,True
./dataset/train/real/real_train_1087.jpg,130.98129272460938,True
./dataset/train/real/real_train_1088.jpg,123.19839477539062,True
./dataset/train/real/real_train_1089.jpg,127.51783752441406,True
./dataset/train/real/real_train_109.jpg,114.11103820800781,False
./dataset/train/real/real_train_1090.jpg,129.8365936279297,True
./dataset/train/real/real_train_1093.jpg,124.60447692871094,True
./dataset/train/real/real_train_1094.jpg,113.87120056152344,False
./dataset/train/real/real_train_1096.jpg,130.4190216064453,True
./dataset/train/real/real_train_1097.jpg,131.3898468017578,True
./dataset/train/real/real_train_1099.jpg,128.30747985839844,True
./dataset/train/real/real_train_11.jpg,119.49050903320312,False
./dataset/train/real/real_train_110.jpg,129.1304473876953,True
./dataset/train/real/real_train_1100.jpg,61.97480773925781,False
./dataset/train/real/real_train_1101.jpg,127.12518310546875,True
./dataset/train/real/real_train_1102.jpg,121.57472229003906,True
./dataset/train/real/real_train_1103.jpg,127.24981689453125,True
./dataset/train/real/real_train_1104.jpg,101.67172241210938,False
./dataset/train/real/real_train_1105.jpg,131.29135131835938,True
./dataset/train/real/real_train_1107.jpg,123.68719482421875,True
./dataset/train/real/real_train_1108.jpg,121.31575012207031,True
./dataset/train/real/real_train_1109.jpg,112.38426208496094,False
./dataset/train/real/real_train_111.jpg,131.8201446533203,True
./dataset/train/real/real_train_1110.jpg,114.89057922363281,False
./dataset/train/real/real_train_1111.jpg,129.3409423828125,True
./dataset/train/real/real_train_1112.jpg,125.60197448730469,True
./dataset/train/real/real_train_1114.jpg,131.37071228027344,True
./dataset/train/real/real_train_1115.jpg,127.12501525878906,True
./dataset/train/real/real_train_1116.jpg,125.3973388671875,True
./dataset/train/real/real_train_1117.jpg,127.9737548828125,True
./dataset/train/real/real_train_1118.jpg,124.212158203125,True
./dataset/train/real/real_train_1119.jpg,126.96511840820312,True
./dataset/train/real/real_train_112.jpg,134.29400634765625,True
./dataset/train/real/real_train_1120.jpg,107.24359130859375,False
./dataset/train/real/real_train_1121.jpg,120.16070556640625,True
./dataset/train/real/real_train_1122.jpg,116.09930419921875,False
./dataset/train/real/real_train_1123.jpg,127.24546813964844,True
./dataset/train/real/real_train_1124.jpg,91.39561462402344,False
./dataset/train/real/real_train_1126.jpg,132.10081481933594,True
