image_path,is_noisy,noise_ratio,noise_level
./dataset/train/real/real_train_61.jpg,False,0.0145111083984375,0
./dataset/train/real/real_train_5583.jpg,False,0.0687255859375,0
./dataset/train/real/real_train_6963.jpg,False,0.1685943603515625,0
./dataset/train/real/real_train_550.jpg,False,0.0912322998046875,0
./dataset/train/real/real_train_6344.jpg,False,0.1448211669921875,0
./dataset/train/real/real_train_4582.jpg,False,0.148651123046875,0
./dataset/train/real/real_train_5916.jpg,False,0.163848876953125,0
./dataset/train/real/real_train_2058.jpg,True,0.2488250732421875,3
./dataset/train/real/real_train_2457.jpg,False,0.1766815185546875,0
./dataset/train/real/real_train_229.jpg,True,0.1857452392578125,1
./dataset/train/real/real_train_7205.jpg,False,0.069091796875,0
./dataset/train/real/real_train_1810.jpg,False,0.099273681640625,0
./dataset/train/real/real_train_1906.jpg,False,0.1496124267578125,0
./dataset/train/real/real_train_7551.jpg,False,0.12591552734375,0
./dataset/train/real/real_train_3564.jpg,False,0.13482666015625,0
./dataset/train/real/real_train_5616.jpg,False,0.0497589111328125,0
./dataset/train/real/real_train_59.jpg,False,0.074310302734375,0
./dataset/train/real/real_train_7516.jpg,True,0.2212982177734375,3
./dataset/train/real/real_train_6284.jpg,False,0.098846435546875,0
./dataset/train/real/real_train_3279.jpg,False,0.1373748779296875,0
./dataset/train/real/real_train_6193.jpg,True,0.225128173828125,3
./dataset/train/real/real_train_2907.jpg,True,0.2135162353515625,3
./dataset/train/real/real_train_2883.jpg,True,0.20458984375,3
./dataset/train/real/real_train_6470.jpg,False,0.0880584716796875,0
./dataset/train/real/real_train_6959.jpg,False,0.1690216064453125,0
./dataset/train/real/real_train_6090.jpg,True,0.1838226318359375,1
./dataset/train/real/real_train_3484.jpg,True,0.200103759765625,2
./dataset/train/real/real_train_1590.jpg,False,0.0318756103515625,0
./dataset/train/real/real_train_4403.jpg,False,0.014892578125,0
./dataset/train/real/real_train_5858.jpg,False,0.091888427734375,0
./dataset/train/real/real_train_7073.jpg,False,0.05316162109375,0
./dataset/train/real/real_train_1086.jpg,False,0.1722412109375,0
./dataset/train/real/real_train_1971.jpg,True,0.294708251953125,3
./dataset/train/real/real_train_7568.jpg,False,0.065582275390625,0
./dataset/train/real/real_train_3988.jpg,False,0.027313232421875,0
./dataset/train/real/real_train_5407.jpg,True,0.185028076171875,1
./dataset/train/real/real_train_2849.jpg,True,0.2641143798828125,3
./dataset/train/real/real_train_464.jpg,False,0.1092529296875,0
./dataset/train/real/real_train_4369.jpg,False,0.0722198486328125,0
./dataset/train/real/real_train_6155.jpg,True,0.2137908935546875,3
./dataset/train/real/real_train_1007.jpg,True,0.2339935302734375,3
./dataset/train/real/real_train_380.jpg,False,0.126739501953125,0
./dataset/train/real/real_train_7044.jpg,True,0.2467041015625,3
./dataset/train/real/real_train_3405.jpg,False,0.145050048828125,0
./dataset/train/real/real_train_4905.jpg,False,0.1514892578125,0
./dataset/train/real/real_train_1517.jpg,False,0.0810394287109375,0
./dataset/train/real/real_train_4921.jpg,False,0.0457305908203125,0
./dataset/train/real/real_train_4356.jpg,True,0.2327423095703125,3
./dataset/train/real/real_train_4496.jpg,True,0.238067626953125,3
./dataset/train/real/real_train_3937.jpg,False,0.0754547119140625,0
./dataset/train/real/real_train_3949.jpg,True,0.248565673828125,3
./dataset/train/real/real_train_2223.jpg,False,0.1282806396484375,0
./dataset/train/real/real_train_1093.jpg,False,0.01611328125,0
./dataset/train/real/real_train_230.jpg,False,0.1351318359375,0
./dataset/train/real/real_train_6077.jpg,False,0.130218505859375,0
./dataset/train/real/real_train_1121.jpg,False,0.0692596435546875,0
./dataset/train/real/real_train_69.jpg,False,0.130706787109375,0
./dataset/train/real/real_train_3986.jpg,False,0.0283203125,0
./dataset/train/real/real_train_585.jpg,False,0.1512298583984375,0
./dataset/train/real/real_train_6137.jpg,False,0.1587066650390625,0
./dataset/train/real/real_train_7980.jpg,True,0.2492523193359375,3
./dataset/train/real/real_train_1953.jpg,True,0.2264251708984375,3
./dataset/train/real/real_train_554.jpg,False,0.1199951171875,0
./dataset/train/real/real_train_338.jpg,False,0.0919952392578125,0
./dataset/train/real/real_train_4424.jpg,False,0.1088714599609375,0
./dataset/train/real/real_train_484.jpg,False,0.127349853515625,0
./dataset/train/real/real_train_295.jpg,False,0.18243408203125,0
./dataset/train/real/real_train_2428.jpg,False,0.0670623779296875,0
./dataset/train/real/real_train_5150.jpg,False,0.04656982421875,0
./dataset/train/real/real_train_1434.jpg,False,0.140472412109375,0
./dataset/train/real/real_train_7453.jpg,False,0.1134490966796875,0
./dataset/train/real/real_train_681.jpg,False,0.1024322509765625,0
./dataset/train/real/real_train_512.jpg,False,0.0630340576171875,0
./dataset/train/real/real_train_4903.jpg,True,0.264190673828125,3
./dataset/train/real/real_train_5479.jpg,True,0.2045440673828125,3
