image_path,is_noisy,noise_ratio,noise_level
./dataset/train/fake/fake_train_3759.jpg,True,0.2023468017578125,3
./dataset/train/fake/fake_train_613.jpg,False,0.154541015625,0
./dataset/train/fake/fake_train_4566.jpg,False,0.1632843017578125,0
./dataset/train/fake/fake_train_5277.jpg,False,0.1448974609375,0
./dataset/train/fake/fake_train_7118.jpg,False,0.1241302490234375,0
./dataset/train/fake/fake_train_5735.jpg,True,0.1883544921875,1
./dataset/train/fake/fake_train_4911.jpg,False,0.1605377197265625,0
./dataset/train/fake/fake_train_7469.jpg,True,0.1875,1
./dataset/train/fake/fake_train_5545.jpg,False,0.1408843994140625,0
./dataset/train/fake/fake_train_5000.jpg,False,0.1785125732421875,0
./dataset/train/fake/fake_train_1545.jpg,False,0.1730499267578125,0
./dataset/train/fake/fake_train_793.jpg,False,0.11065673828125,0
./dataset/train/fake/fake_train_7259.jpg,True,0.190399169921875,1
./dataset/train/fake/fake_train_744.jpg,False,0.08416748046875,0
./dataset/train/fake/fake_train_6633.jpg,False,0.1731109619140625,0
./dataset/train/fake/fake_train_4127.jpg,False,0.1306915283203125,0
./dataset/train/fake/fake_train_5175.jpg,False,0.1602935791015625,0
./dataset/train/fake/fake_train_7124.jpg,False,0.158782958984375,0
./dataset/train/fake/fake_train_3158.jpg,False,0.1722869873046875,0
./dataset/train/fake/fake_train_4357.jpg,False,0.1754302978515625,0
./dataset/train/fake/fake_train_3659.jpg,False,0.155792236328125,0
./dataset/train/fake/fake_train_7956.jpg,False,0.1567535400390625,0
./dataset/train/fake/fake_train_47.jpg,False,0.13006591796875,0
./dataset/train/fake/fake_train_7709.jpg,True,0.2049102783203125,3
./dataset/train/fake/fake_train_4950.jpg,True,0.192413330078125,2
./dataset/train/fake/fake_train_5617.jpg,True,0.184112548828125,1
./dataset/train/fake/fake_train_365.jpg,False,0.152313232421875,0
./dataset/train/fake/fake_train_6692.jpg,True,0.190277099609375,1
./dataset/train/fake/fake_train_7757.jpg,True,0.1879119873046875,1
./dataset/train/fake/fake_train_4979.jpg,False,0.1817169189453125,0
./dataset/train/fake/fake_train_2104.jpg,True,0.192779541015625,2
./dataset/train/fake/fake_train_3756.jpg,True,0.1968536376953125,2
./dataset/train/fake/fake_train_7270.jpg,False,0.1719207763671875,0
./dataset/train/fake/fake_train_323.jpg,False,0.1692352294921875,0
./dataset/train/fake/fake_train_83.jpg,True,0.2335205078125,3
./dataset/train/fake/fake_train_951.jpg,False,0.068756103515625,0
./dataset/train/fake/fake_train_4097.jpg,False,0.175048828125,0
./dataset/train/fake/fake_train_2460.jpg,False,0.1377410888671875,0
./dataset/train/fake/fake_train_3399.jpg,False,0.1629638671875,0
./dataset/train/fake/fake_train_5097.jpg,False,0.1483917236328125,0
./dataset/train/fake/fake_train_1054.jpg,False,0.1413116455078125,0
./dataset/train/fake/fake_train_3397.jpg,False,0.1337432861328125,0
./dataset/train/fake/fake_train_6957.jpg,False,0.139434814453125,0
./dataset/train/fake/fake_train_1801.jpg,True,0.2030181884765625,3
./dataset/train/fake/fake_train_3851.jpg,False,0.1439971923828125,0
./dataset/train/fake/fake_train_1542.jpg,False,0.1365814208984375,0
./dataset/train/fake/fake_train_7260.jpg,False,0.168792724609375,0
./dataset/train/fake/fake_train_7482.jpg,True,0.195892333984375,2
./dataset/train/fake/fake_train_4032.jpg,False,0.1617889404296875,0
./dataset/train/fake/fake_train_4415.jpg,True,0.1931304931640625,2
./dataset/train/fake/fake_train_3911.jpg,False,0.1373138427734375,0
./dataset/train/fake/fake_train_2925.jpg,True,0.18963623046875,1
./dataset/train/fake/fake_train_6115.jpg,False,0.1121978759765625,0
./dataset/train/fake/fake_train_4605.jpg,True,0.2221221923828125,3
./dataset/train/fake/fake_train_568.jpg,False,0.1513214111328125,0
