file_path,has_repeating_patterns
./dataset/fake_train/fake_train_1.jpg,True
./dataset/fake_train/fake_train_10.jpg,True
./dataset/fake_train/fake_train_100.jpg,False
./dataset/fake_train/fake_train_1000.jpg,True
./dataset/fake_train/fake_train_1001.jpg,True
./dataset/fake_train/fake_train_1002.jpg,True
./dataset/fake_train/fake_train_1003.jpg,False
./dataset/fake_train/fake_train_1004.jpg,True
./dataset/fake_train/fake_train_1005.jpg,False
./dataset/fake_train/fake_train_1006.jpg,True
./dataset/fake_train/fake_train_1007.jpg,False
./dataset/fake_train/fake_train_1008.jpg,False
./dataset/fake_train/fake_train_1009.jpg,True
./dataset/fake_train/fake_train_101.jpg,False
./dataset/fake_train/fake_train_1010.jpg,False
./dataset/fake_train/fake_train_1011.jpg,False
./dataset/fake_train/fake_train_1012.jpg,False
./dataset/fake_train/fake_train_1013.jpg,False
./dataset/fake_train/fake_train_1014.jpg,False
./dataset/fake_train/fake_train_1015.jpg,True
./dataset/fake_train/fake_train_1016.jpg,True
./dataset/fake_train/fake_train_1017.jpg,False
./dataset/fake_train/fake_train_1018.jpg,False
./dataset/fake_train/fake_train_1019.jpg,True
./dataset/fake_train/fake_train_102.jpg,True
./dataset/fake_train/fake_train_1020.jpg,True
./dataset/fake_train/fake_train_1021.jpg,False
./dataset/fake_train/fake_train_1022.jpg,True
./dataset/fake_train/fake_train_1023.jpg,False
./dataset/fake_train/fake_train_1024.jpg,True
./dataset/fake_train/fake_train_1025.jpg,False
./dataset/fake_train/fake_train_1026.jpg,False
./dataset/fake_train/fake_train_1027.jpg,False
./dataset/fake_train/fake_train_1028.jpg,True
./dataset/fake_train/fake_train_1029.jpg,True
./dataset/fake_train/fake_train_103.jpg,True
./dataset/fake_train/fake_train_1030.jpg,False
./dataset/fake_train/fake_train_1031.jpg,True
./dataset/fake_train/fake_train_1032.jpg,False
./dataset/fake_train/fake_train_1033.jpg,True
./dataset/fake_train/fake_train_1034.jpg,False
./dataset/fake_train/fake_train_1035.jpg,False
./dataset/fake_train/fake_train_1036.jpg,True
./dataset/fake_train/fake_train_1037.jpg,True
./dataset/fake_train/fake_train_1038.jpg,False
./dataset/fake_train/fake_train_1039.jpg,False
./dataset/fake_train/fake_train_104.jpg,True
./dataset/fake_train/fake_train_1040.jpg,True
./dataset/fake_train/fake_train_1041.jpg,False
./dataset/fake_train/fake_train_1042.jpg,True
./dataset/fake_train/fake_train_1043.jpg,False
./dataset/fake_train/fake_train_1044.jpg,True
./dataset/fake_train/fake_train_1045.jpg,False
./dataset/fake_train/fake_train_1046.jpg,True
./dataset/fake_train/fake_train_1047.jpg,True
./dataset/fake_train/fake_train_1048.jpg,True
./dataset/fake_train/fake_train_1049.jpg,False
./dataset/fake_train/fake_train_105.jpg,True
./dataset/fake_train/fake_train_1050.jpg,False
./dataset/fake_train/fake_train_1051.jpg,False
./dataset/fake_train/fake_train_1052.jpg,True
./dataset/fake_train/fake_train_1053.jpg,True
./dataset/fake_train/fake_train_1054.jpg,False
./dataset/fake_train/fake_train_1055.jpg,True
./dataset/fake_train/fake_train_1056.jpg,True
./dataset/fake_train/fake_train_1057.jpg,False
./dataset/fake_train/fake_train_1058.jpg,False
./dataset/fake_train/fake_train_1059.jpg,False
./dataset/fake_train/fake_train_106.jpg,False
./dataset/fake_train/fake_train_1060.jpg,False
./dataset/fake_train/fake_train_1061.jpg,False
./dataset/fake_train/fake_train_1062.jpg,True
./dataset/fake_train/fake_train_1063.jpg,True
./dataset/fake_train/fake_train_1064.jpg,True
./dataset/fake_train/fake_train_1065.jpg,False
./dataset/fake_train/fake_train_1066.jpg,True
./dataset/fake_train/fake_train_1067.jpg,False
./dataset/fake_train/fake_train_1068.jpg,False
./dataset/fake_train/fake_train_1069.jpg,False
./dataset/fake_train/fake_train_107.jpg,True
./dataset/fake_train/fake_train_1070.jpg,True
./dataset/fake_train/fake_train_1071.jpg,False
./dataset/fake_train/fake_train_1072.jpg,False
./dataset/fake_train/fake_train_1073.jpg,False
./dataset/fake_train/fake_train_1074.jpg,True
./dataset/fake_train/fake_train_1075.jpg,True
./dataset/fake_train/fake_train_1076.jpg,True
./dataset/fake_train/fake_train_1077.jpg,False
./dataset/fake_train/fake_train_1078.jpg,False
./dataset/fake_train/fake_train_1079.jpg,False
./dataset/fake_train/fake_train_108.jpg,True
./dataset/fake_train/fake_train_1080.jpg,True
./dataset/fake_train/fake_train_1081.jpg,False
./dataset/fake_train/fake_train_1082.jpg,True
./dataset/fake_train/fake_train_1083.jpg,False
./dataset/fake_train/fake_train_1084.jpg,False
./dataset/fake_train/fake_train_1085.jpg,False
./dataset/fake_train/fake_train_1086.jpg,False
./dataset/fake_train/fake_train_1087.jpg,False
./dataset/fake_train/fake_train_1088.jpg,False
./dataset/fake_train/fake_train_1089.jpg,False
./dataset/fake_train/fake_train_109.jpg,True
./dataset/fake_train/fake_train_1090.jpg,True
./dataset/fake_train/fake_train_1091.jpg,True
./dataset/fake_train/fake_train_1092.jpg,False
./dataset/fake_train/fake_train_1093.jpg,False
./dataset/fake_train/fake_train_1094.jpg,False
./dataset/fake_train/fake_train_1095.jpg,True
./dataset/fake_train/fake_train_1096.jpg,False
./dataset/fake_train/fake_train_1097.jpg,False
./dataset/fake_train/fake_train_1098.jpg,False
./dataset/fake_train/fake_train_1099.jpg,False
./dataset/fake_train/fake_train_11.jpg,True
./dataset/fake_train/fake_train_110.jpg,True
./dataset/fake_train/fake_train_1100.jpg,False
./dataset/fake_train/fake_train_1101.jpg,False
./dataset/fake_train/fake_train_1102.jpg,True
./dataset/fake_train/fake_train_1103.jpg,False
./dataset/fake_train/fake_train_1104.jpg,False
./dataset/fake_train/fake_train_1105.jpg,False
./dataset/fake_train/fake_train_1106.jpg,True
./dataset/fake_train/fake_train_1107.jpg,False
./dataset/fake_train/fake_train_1108.jpg,True
./dataset/fake_train/fake_train_1109.jpg,False
./dataset/fake_train/fake_train_111.jpg,False
./dataset/fake_train/fake_train_1110.jpg,False
./dataset/fake_train/fake_train_1111.jpg,False
./dataset/fake_train/fake_train_1112.jpg,False
./dataset/fake_train/fake_train_1113.jpg,True
./dataset/fake_train/fake_train_1114.jpg,False
./dataset/fake_train/fake_train_1115.jpg,False
./dataset/fake_train/fake_train_1116.jpg,True
./dataset/fake_train/fake_train_1117.jpg,False
./dataset/fake_train/fake_train_1118.jpg,False
./dataset/fake_train/fake_train_1119.jpg,False
./dataset/fake_train/fake_train_112.jpg,False
./dataset/fake_train/fake_train_1120.jpg,False
./dataset/fake_train/fake_train_1121.jpg,False
./dataset/fake_train/fake_train_1122.jpg,False
./dataset/fake_train/fake_train_1123.jpg,False
./dataset/fake_train/fake_train_1124.jpg,True
./dataset/fake_train/fake_train_1125.jpg,False
./dataset/fake_train/fake_train_1126.jpg,True
./dataset/fake_train/fake_train_1127.jpg,False
./dataset/fake_train/fake_train_1128.jpg,True
./dataset/fake_train/fake_train_1129.jpg,True
./dataset/fake_train/fake_train_113.jpg,True
./dataset/fake_train/fake_train_1130.jpg,False
./dataset/fake_train/fake_train_1131.jpg,True
./dataset/fake_train/fake_train_1132.jpg,True
./dataset/fake_train/fake_train_1133.jpg,False
./dataset/fake_train/fake_train_1134.jpg,False
./dataset/fake_train/fake_train_1135.jpg,False
./dataset/fake_train/fake_train_1136.jpg,True
./dataset/fake_train/fake_train_1137.jpg,True
./dataset/fake_train/fake_train_1138.jpg,False
./dataset/fake_train/fake_train_1139.jpg,False
./dataset/fake_train/fake_train_114.jpg,True
./dataset/fake_train/fake_train_1140.jpg,True
./dataset/fake_train/fake_train_1141.jpg,True
./dataset/fake_train/fake_train_1142.jpg,True
./dataset/fake_train/fake_train_1143.jpg,True
./dataset/fake_train/fake_train_1144.jpg,True
./dataset/fake_train/fake_train_1145.jpg,False
./dataset/fake_train/fake_train_1146.jpg,False
./dataset/fake_train/fake_train_1147.jpg,True
./dataset/fake_train/fake_train_1148.jpg,False
./dataset/fake_train/fake_train_1149.jpg,True
./dataset/fake_train/fake_train_115.jpg,True
./dataset/fake_train/fake_train_1150.jpg,True
./dataset/fake_train/fake_train_1151.jpg,False
./dataset/fake_train/fake_train_1152.jpg,False
./dataset/fake_train/fake_train_1153.jpg,True
./dataset/fake_train/fake_train_1154.jpg,True
./dataset/fake_train/fake_train_1155.jpg,True
./dataset/fake_train/fake_train_1156.jpg,False
./dataset/fake_train/fake_train_1157.jpg,False
./dataset/fake_train/fake_train_1158.jpg,False
./dataset/fake_train/fake_train_1159.jpg,False
./dataset/fake_train/fake_train_116.jpg,True
./dataset/fake_train/fake_train_1160.jpg,True
./dataset/fake_train/fake_train_1161.jpg,False
./dataset/fake_train/fake_train_1162.jpg,False
./dataset/fake_train/fake_train_1163.jpg,False
./dataset/fake_train/fake_train_1164.jpg,False
./dataset/fake_train/fake_train_1165.jpg,False
./dataset/fake_train/fake_train_1166.jpg,False
./dataset/fake_train/fake_train_1167.jpg,True
./dataset/fake_train/fake_train_1168.jpg,False
./dataset/fake_train/fake_train_1169.jpg,False
./dataset/fake_train/fake_train_117.jpg,True
