image_path,brightness,contrast,saturation,h_entropy,s_entropy,v_entropy
./dataset/train/fake/fake_train_10.jpg,135.05592346191406,63.381909963552935,105.19856262207031,5.476008415222168,7.448102951049805,7.625171661376953
./dataset/train/fake/fake_train_100.jpg,136.80601501464844,62.694739929833055,163.4251708984375,5.125214576721191,7.670901775360107,7.754144668579102
./dataset/train/fake/fake_train_1000.jpg,129.39987182617188,47.60142866265422,124.37471008300781,6.558342933654785,7.535388946533203,7.5435895919799805
./dataset/train/fake/fake_train_1001.jpg,167.24777221679688,42.53320929993893,112.62237548828125,5.454958438873291,7.801513671875,7.261477470397949
./dataset/train/fake/fake_train_1002.jpg,113.90577697753906,71.54028073165243,116.24601745605469,3.8975472450256348,7.194857597351074,7.82648229598999
./dataset/train/fake/fake_train_1004.jpg,132.70826721191406,47.7093680278832,63.42527770996094,5.342887878417969,6.957897663116455,7.2967729568481445
./dataset/train/fake/fake_train_1005.jpg,108.47804260253906,52.259008246631744,66.42254638671875,5.638290882110596,6.585965156555176,7.630095481872559
./dataset/train/fake/fake_train_1006.jpg,105.84634399414062,56.134543059508665,112.75111389160156,4.725068092346191,6.835178375244141,7.681612968444824
./dataset/train/fake/fake_train_1009.jpg,133.38507080078125,61.98519946648765,60.944000244140625,5.470965385437012,7.003789901733398,7.82624626159668
./dataset/train/fake/fake_train_101.jpg,111.32266235351562,52.46096672878708,63.28150939941406,5.982476234436035,7.039264678955078,7.6751627922058105
./dataset/train/fake/fake_train_1010.jpg,121.22923278808594,44.64705700304297,99.15072631835938,5.535449504852295,7.210915565490723,7.438721656799316
./dataset/train/fake/fake_train_1011.jpg,161.9862518310547,57.88779996545377,143.09112548828125,4.435190677642822,7.853114128112793,7.618723392486572
./dataset/train/fake/fake_train_1012.jpg,171.2581024169922,49.96944946755552,147.5851287841797,5.138437747955322,7.671493053436279,7.559557914733887
./dataset/train/fake/fake_train_1013.jpg,118.86151123046875,56.77867969004817,50.48785400390625,5.465678691864014,6.857641696929932,7.754626750946045
./dataset/train/fake/fake_train_1014.jpg,130.703369140625,50.81943899015308,123.59101867675781,4.148782253265381,7.121124267578125,7.606806755065918
./dataset/train/fake/fake_train_1015.jpg,183.6057891845703,45.78007287102285,102.69049072265625,4.7947998046875,7.781092643737793,7.399001598358154
./dataset/train/fake/fake_train_1016.jpg,156.475341796875,53.30499868121806,143.38601684570312,5.432648658752441,7.821130752563477,7.5994553565979
./dataset/train/fake/fake_train_1018.jpg,88.95701599121094,37.83844988505859,84.64932250976562,5.472013473510742,7.160256862640381,6.85615348815918
./dataset/train/fake/fake_train_102.jpg,115.74765014648438,55.576587879544036,121.843505859375,5.007321357727051,7.337571144104004,7.769167900085449
./dataset/train/fake/fake_train_1021.jpg,175.56307983398438,36.931167752316995,113.72183227539062,5.2755208015441895,7.718935012817383,7.186740875244141
./dataset/train/fake/fake_train_1023.jpg,116.34507751464844,62.19029995659694,53.59690856933594,5.331105709075928,6.806649684906006,7.803631782531738
./dataset/train/fake/fake_train_1025.jpg,190.5658721923828,40.2276055496299,136.24085998535156,4.559476852416992,7.807225227355957,7.12967586517334
./dataset/train/fake/fake_train_1026.jpg,102.59748840332031,62.761964807357394,145.8604736328125,5.349011421203613,7.2657999992370605,7.606546878814697
./dataset/train/fake/fake_train_1027.jpg,110.97764587402344,55.558379699721996,64.61473083496094,5.734214782714844,7.002962112426758,7.678096771240234
./dataset/train/fake/fake_train_1028.jpg,126.56971740722656,52.76925314490826,104.01251220703125,5.270069122314453,7.293241500854492,7.711475849151611
./dataset/train/fake/fake_train_1029.jpg,99.59603881835938,52.549757788549435,106.60354614257812,5.248686790466309,7.5373735427856445,7.454860687255859
./dataset/train/fake/fake_train_103.jpg,99.96162414550781,42.883930930530774,76.07295227050781,5.352534770965576,7.365319728851318,7.405475616455078
./dataset/train/fake/fake_train_1030.jpg,150.3546905517578,52.838736753607066,139.9647979736328,5.9953460693359375,7.86567497253418,7.6704630851745605
./dataset/train/fake/fake_train_1031.jpg,167.32220458984375,56.17114322909247,145.13516235351562,5.60630464553833,7.798347473144531,7.616072654724121
