image_path,brightness,contrast,saturation,h_entropy,s_entropy,v_entropy,is_natural
./dataset/train/real/real_train_10.jpg,221.10110473632812,57.9252608726817,102.3985595703125,4.156244277954102,6.970977783203125,5.703038215637207,0.0
./dataset/train/real/real_train_100.jpg,206.89584350585938,12.017127864764014,158.4048614501953,4.351138114929199,7.03596305847168,5.376108646392822,0.0
./dataset/train/real/real_train_1000.jpg,170.52102661132812,69.12005752363831,107.10208129882812,4.574703216552734,7.200134754180908,6.649719715118408,1.0
./dataset/train/real/real_train_1001.jpg,225.67970275878906,32.545027223930454,18.036346435546875,3.4864628314971924,4.0689191818237305,5.9010396003723145,0.0
./dataset/train/real/real_train_1002.jpg,221.46815490722656,31.586798239901892,40.78118896484375,4.008732795715332,6.097990036010742,5.7746500968933105,0.0
./dataset/train/real/real_train_1003.jpg,129.86395263671875,59.266196182256984,115.98115539550781,5.238150596618652,7.814920902252197,7.78210973739624,1.0
./dataset/train/real/real_train_1006.jpg,101.53866577148438,54.13687898816489,102.50039672851562,5.15008020401001,7.7185869216918945,7.522285461425781,1.0
./dataset/train/real/real_train_1007.jpg,194.58023071289062,53.98683205828028,38.02778625488281,4.319345474243164,6.436061859130859,7.162292957305908,0.0
./dataset/train/real/real_train_101.jpg,217.84112548828125,58.82012491754253,50.42449951171875,4.231644630432129,6.649367332458496,5.602965354919434,0.0
./dataset/train/real/real_train_1010.jpg,93.42283630371094,44.92344185161267,112.54154968261719,6.632923126220703,7.580979347229004,7.4352617263793945,0.0
./dataset/train/real/real_train_1011.jpg,159.63232421875,64.67733144955733,27.406890869140625,4.97539758682251,5.803399562835693,7.609975814819336,0.0
./dataset/train/real/real_train_1012.jpg,130.20033264160156,62.081381372335436,98.16976928710938,4.4634881019592285,7.3623833656311035,7.561699390411377,1.0
./dataset/train/real/real_train_1013.jpg,156.00660705566406,67.96640420466464,86.48580932617188,5.423332214355469,7.432857036590576,7.496394157409668,1.0
./dataset/train/real/real_train_1014.jpg,161.15597534179688,58.745332004240595,90.2589111328125,5.706182956695557,7.531653881072998,7.625269412994385,1.0
./dataset/train/real/real_train_1015.jpg,180.48294067382812,20.906383903833504,8.961700439453125,4.607609748840332,4.058640956878662,6.359376430511475,0.0
./dataset/train/real/real_train_1016.jpg,100.29527282714844,59.68879037477503,82.70115661621094,6.554500579833984,7.407422065734863,7.708713531494141,1.0
./dataset/train/real/real_train_1019.jpg,176.0856170654297,47.57923730654169,113.64649963378906,3.7824792861938477,7.694384574890137,7.20461368560791,1.0
./dataset/train/real/real_train_102.jpg,199.18701171875,54.42706682147151,17.22802734375,4.124732971191406,4.737865924835205,6.976615905761719,0.0
./dataset/train/real/real_train_1020.jpg,230.3241424560547,11.140510798994756,15.482330322265625,3.984020709991455,4.856321334838867,5.217779159545898,0.0
./dataset/train/real/real_train_1021.jpg,248.5106964111328,13.545189002309021,57.01799011230469,4.587427139282227,4.5900492668151855,3.4371490478515625,0.0
./dataset/train/real/real_train_1022.jpg,40.41072082519531,26.285281821951518,98.8831787109375,4.366534233093262,6.811949729919434,6.187177658081055,0.0
./dataset/train/real/real_train_1023.jpg,82.959228515625,75.54800213443384,110.15495300292969,5.712430953979492,6.8523783683776855,7.263221740722656,1.0
./dataset/train/real/real_train_1025.jpg,222.58926391601562,28.06546373409047,18.87774658203125,4.169409275054932,4.286914825439453,5.020729064941406,0.0
./dataset/train/real/real_train_1026.jpg,157.71371459960938,78.69158209536441,88.89846801757812,4.59542179107666,7.419147491455078,7.65391206741333,1.0
./dataset/train/real/real_train_1027.jpg,178.02842712402344,46.09308229790954,35.918548583984375,5.81922721862793,6.2943572998046875,6.770176887512207,0.0
./dataset/train/real/real_train_1029.jpg,152.18011474609375,48.87241864822989,80.8248291015625,4.677138805389404,7.386010646820068,7.470086097717285,1.0
./dataset/train/real/real_train_103.jpg,160.0346221923828,71.0982594769001,61.59706115722656,5.951982498168945,7.195224761962891,7.662113666534424,1.0
./dataset/train/real/real_train_1031.jpg,143.95741271972656,71.85474962466547,56.99615478515625,5.319316387176514,6.868680953979492,7.583321571350098,1.0
./dataset/train/real/real_train_1032.jpg,97.30201721191406,44.838827305843736,56.23577880859375,4.063397407531738,6.480777740478516,6.992709636688232,0.0
./dataset/train/real/real_train_1034.jpg,51.3372802734375,33.434214380420244,139.63546752929688,3.622180223464966,7.136882781982422,6.04495096206665,0.0
./dataset/train/real/real_train_1035.jpg,136.52117919921875,59.88197093078017,75.48680114746094,3.941246271133423,6.981964111328125,7.5352911949157715,1.0
./dataset/train/real/real_train_1036.jpg,108.53434753417969,68.03806862635872,134.35662841796875,7.0455403327941895,7.473679065704346,7.754483222961426,1.0
./dataset/train/real/real_train_104.jpg,218.52685546875,30.387980066051377,181.46835327148438,2.637880563735962,6.654552459716797,6.464856147766113,0.0
./dataset/train/real/real_train_1040.jpg,191.39498901367188,88.67234816386629,11.019454956054688,0.0419737882912159,2.4482688903808594,5.8480072021484375,0.0
./dataset/train/real/real_train_1042.jpg,58.66133117675781,40.848056930119085,129.0664520263672,4.425390243530273,7.633123397827148,6.955985069274902,0.0
./dataset/train/real/real_train_1045.jpg,196.5894317626953,12.618566004681702,106.70703125,2.503974437713623,5.64193058013916,4.72899055480957,0.0
./dataset/train/real/real_train_1046.jpg,109.283203125,63.1207329242638,99.41073608398438,2.993894100189209,7.028998374938965,7.620331764221191,1.0
./dataset/train/real/real_train_1047.jpg,116.45831298828125,70.17741408384744,54.13401794433594,6.294003486633301,6.804197311401367,7.050665855407715,0.0
./dataset/train/real/real_train_1048.jpg,23.825836181640625,26.52629025935136,53.84700012207031,4.4271440505981445,6.226810455322266,4.902242660522461,0.0
./dataset/train/real/real_train_1049.jpg,54.65708923339844,46.26630848420861,46.47749328613281,4.834309101104736,6.390013694763184,6.736974716186523,0.0
./dataset/train/real/real_train_105.jpg,107.6817626953125,77.07422526762006,84.44949340820312,5.593545913696289,7.077545166015625,7.31658935546875,1.0
./dataset/train/real/real_train_1051.jpg,180.84303283691406,40.65022509350331,34.24810791015625,4.559140205383301,5.509994983673096,6.689397811889648,0.0
./dataset/train/real/real_train_1052.jpg,128.10630798339844,35.90688241262545,40.5479736328125,4.11014461517334,5.992496967315674,7.007585525512695,0.0
./dataset/train/real/real_train_1053.jpg,182.0293426513672,38.96641984086895,24.639251708984375,5.964384078979492,5.768183708190918,7.048416614532471,0.0
./dataset/train/real/real_train_1054.jpg,35.01829528808594,28.910685645727373,90.65837097167969,4.441867828369141,6.953673362731934,6.149226188659668,0.0
./dataset/train/real/real_train_1056.jpg,5.7646484375,16.21947626093821,3.8523101806640625,0.3034120202064514,0.3835024833679199,3.2561278343200684,0.0
./dataset/train/real/real_train_1057.jpg,135.0102996826172,46.475947248044996,188.88656616210938,4.4041924476623535,6.945347785949707,7.398078441619873,0.0
./dataset/train/real/real_train_1058.jpg,174.4293212890625,66.83920746222253,26.326751708984375,5.023069381713867,5.32305383682251,6.791939735412598,0.0
./dataset/train/real/real_train_1060.jpg,71.7044677734375,45.65836552422445,216.88462829589844,4.132870197296143,6.069357872009277,7.301339149475098,0.0
./dataset/train/real/real_train_1061.jpg,111.25592041015625,62.014823089482704,20.4085693359375,2.183140993118286,4.973956108093262,7.84359073638916,0.0
./dataset/train/real/real_train_1062.jpg,59.89353942871094,31.08948773015597,106.87522888183594,5.3240966796875,7.704183101654053,6.5506086349487305,0.0
./dataset/train/real/real_train_1063.jpg,151.82470703125,17.71304481734517,67.61276245117188,1.7502822875976562,5.436269760131836,6.157296657562256,0.0
./dataset/train/real/real_train_1064.jpg,147.92813110351562,46.774634332007004,106.6324462890625,5.486245632171631,7.009045600891113,7.514441013336182,1.0
./dataset/train/real/real_train_1065.jpg,158.5891876220703,64.15036570305463,64.82534790039062,4.933389186859131,6.889039039611816,7.573645114898682,1.0
./dataset/train/real/real_train_1067.jpg,49.27406311035156,47.75998228735331,70.26620483398438,4.690969467163086,6.98935604095459,6.484896183013916,1.0
./dataset/train/real/real_train_1068.jpg,77.49984741210938,73.72892516994261,0.0,-0.0,-0.0,6.3711748123168945,0.0
./dataset/train/real/real_train_1069.jpg,180.56002807617188,34.44526683909415,94.51704406738281,3.1974339485168457,6.807712554931641,5.907469272613525,0.0
./dataset/train/real/real_train_107.jpg,130.73524475097656,73.84554949302408,57.971405029296875,6.024083137512207,7.068969249725342,7.890641689300537,1.0
./dataset/train/real/real_train_1071.jpg,173.56707763671875,44.04487629715923,90.68630981445312,4.627054214477539,7.6148810386657715,7.301908493041992,0.0
./dataset/train/real/real_train_1072.jpg,232.0374755859375,34.83750687657457,93.56488037109375,3.2512099742889404,7.191114902496338,5.65278434753418,0.0
./dataset/train/real/real_train_1074.jpg,146.38999938964844,55.846170998099105,50.01521301269531,3.9313526153564453,6.392372131347656,7.266654968261719,0.0
./dataset/train/real/real_train_1076.jpg,87.81900024414062,52.89735621473252,76.98104858398438,5.171733379364014,7.142764091491699,7.569576263427734,1.0
./dataset/train/real/real_train_1077.jpg,68.651611328125,54.932341917723946,98.47250366210938,4.845868110656738,7.2284955978393555,7.082809925079346,1.0
./dataset/train/real/real_train_1079.jpg,162.68716430664062,59.09807081383326,41.11677551269531,6.0327043533325195,6.6385884284973145,7.589388370513916,0.0
./dataset/train/real/real_train_108.jpg,88.54705810546875,48.68729172359518,164.6975555419922,4.5137834548950195,6.040029525756836,7.210064888000488,1.0
./dataset/train/real/real_train_1080.jpg,154.27032470703125,56.706162370789116,56.832611083984375,5.434582233428955,7.073624610900879,7.687236785888672,1.0
./dataset/train/real/real_train_1082.jpg,73.91447448730469,53.97763045070802,72.2412109375,6.119182586669922,6.927535533905029,7.258214473724365,1.0
./dataset/train/real/real_train_1083.jpg,201.00291442871094,35.03927206148665,19.603958129882812,3.8774237632751465,5.14138126373291,6.884983539581299,0.0
